Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Cerevel is now part of AbbVie | AbbVie,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Basic functionality without specialized requirements.,https://www.abbvie.com/cerevel.html,back_to_top,Utility button,No direct match found in catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Global Utility Strip,"Provides quick access to contact, subscribe, and group site links.",S,1,Simple utility navigation for accessibility.,https://www.abbvie.com/celsius-therapeutics.html,global_utility_strip,Utility strip,No direct match in catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Primary Navigation,Main site navigation with branding and menu options.,M,1,Includes branding and menu options requiring structured navigation.,https://www.abbvie.com/celsius-therapeutics.html,primary_navigation,Main navigation,No direct match in catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Hero Section,Prominent section with a large image and headline introducing the page.,M,1,Hero section with styling and positioning.,https://www.abbvie.com/celsius-therapeutics.html,hero_section,Hero section,Matched to 'Hero' in the catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Lead Content,"Main content area with title, text, and call-to-action button.",M,1,Content includes interactive elements and structured layout.,https://www.abbvie.com/celsius-therapeutics.html,lead_content,Lead content,No direct match in catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Content Grid 1,Grid layout showcasing an image and text content with a button.,M,1,Grid layout with interactive elements.,https://www.abbvie.com/celsius-therapeutics.html,content_grid_1,Content grid,No direct match in catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Content Grid 2,"Another grid layout with image and text, providing additional information.",M,1,Additional grid layout requiring structured content.,https://www.abbvie.com/celsius-therapeutics.html,content_grid_2,Content grid,No direct match in catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Back to Top Button,Button allowing users to quickly return to the top of the page.,S,1,Simple button functionality.,https://www.abbvie.com/celsius-therapeutics.html,back_to_top_button,Utility button,No direct match in catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Primary Links,Primary navigation links in the footer.,M,1,Footer includes structured navigation links.,https://www.abbvie.com/celsius-therapeutics.html,footer_primary_links,Footer links,Matched to 'Footer' in the catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Social Links,Social media links in the footer.,M,1,Footer includes social media integration.,https://www.abbvie.com/celsius-therapeutics.html,footer_social_links,Footer links,Matched to 'Footer' in the catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Popular Pages,Links to popular pages in the footer.,M,1,Footer includes structured navigation links.,https://www.abbvie.com/celsius-therapeutics.html,footer_popular_pages,Footer links,Matched to 'Footer' in the catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer External Links,External links section in the footer.,M,1,Footer includes external link integrations.,https://www.abbvie.com/celsius-therapeutics.html,footer_external_links,Footer links,Matched to 'Footer' in the catalog.
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Legal Links,Legal and policy-related links in the footer.,M,1,Footer includes legal content and navigation.,https://www.abbvie.com/celsius-therapeutics.html,footer_legal_links,Footer links,Matched to 'Footer' in the catalog.
Nimble Therapeutics is now part of AbbVie | AbbVie,Global Utility Navigation,Provides quick access to search and other utility links.,S,1,Simple utility navigation with minimal interactivity.,https://www.abbvie.com/nimbletherapeutics.html,global_utility_nav,Utility strip,No matching block found in the catalog.
Nimble Therapeutics is now part of AbbVie | AbbVie,Primary Navigation,Main navigation bar with logo and primary site links.,M,1,Primary navigation with potential dropdowns and interactivity.,https://www.abbvie.com/nimbletherapeutics.html,primary_navigation,Main navigation,No matching block found in the catalog.
Nimble Therapeutics is now part of AbbVie | AbbVie,Hero Section,Large visual section with a prominent message and background image.,M,1,Hero section with image and text overlay requiring layout considerations.,https://www.abbvie.com/nimbletherapeutics.html,hero_section,Hero,Mapped to 'Hero' block in the catalog.
Nimble Therapeutics is now part of AbbVie | AbbVie,Main Content Introduction,Introductory text and title for the main content.,S,1,Simple text block with title and description.,https://www.abbvie.com/nimbletherapeutics.html,main_content_intro,Introductory content,No matching block found in the catalog.
Nimble Therapeutics is now part of AbbVie | AbbVie,CTA Button - Announcement,Call-to-action button linking to the announcement.,S,1,Single interactive button with link functionality.,https://www.abbvie.com/nimbletherapeutics.html,cta_button_announcement,CTA button,No matching block found in the catalog.
Nimble Therapeutics is now part of AbbVie | AbbVie,Immunology Section,Highlights the company's focus on immunology with text and image.,M,1,"Section with text, images, and potential layout challenges.",https://www.abbvie.com/nimbletherapeutics.html,immunology_section,Content section,No matching block found in the catalog.
Nimble Therapeutics is now part of AbbVie | AbbVie,Career Section,Information about careers at the company with text and image.,M,1,"Section with text, images, and potential layout challenges.",https://www.abbvie.com/nimbletherapeutics.html,career_section,Content section,No matching block found in the catalog.
Nimble Therapeutics is now part of AbbVie | AbbVie,Footer Section,Footer with links to important pages and social media.,M,1,Footer with links and social media icons requiring layout and styling.,https://www.abbvie.com/nimbletherapeutics.html,footer_section,Footer,Mapped to 'Footer' block in the catalog.
Nimble Therapeutics is now part of AbbVie | AbbVie,Back to Top Button,Button to quickly scroll back to the top of the page.,S,1,Single interactive button with smooth scrolling functionality.,https://www.abbvie.com/nimbletherapeutics.html,back_to_top_button,Utility button,No matching block found in the catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Global Utility Strip,Provides quick access to global utilities such as search and navigation.,S,1,Simple utility navigation with limited interactivity.,https://www.abbvie.com/capstan-therapeutics.html,global_utility_strip,Utility strip,No exact match found in catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Primary Header,Displays the main navigation and branding elements.,M,1,Interactive navigation with potential dropdowns and branding.,https://www.abbvie.com/capstan-therapeutics.html,primary_header,Main navigation,No exact match found in catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Hero Section,Highlights the main message and image for the page.,M,1,Visual prominence and potential dynamic content.,https://www.abbvie.com/capstan-therapeutics.html,hero_section,Hero,No exact match found in catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Lead Content,"Introduces the primary focus of the page with a title, text, and call-to-action.",M,1,Text and action-oriented block with potential styling requirements.,https://www.abbvie.com/capstan-therapeutics.html,lead_content,Lead content,No exact match found in catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Immunology Section,Presents information about the immunology focus area.,M,1,Informative section with text and visual elements.,https://www.abbvie.com/capstan-therapeutics.html,immunology_section,Content section,No exact match found in catalog.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Footer,Displays site-wide footer with navigation and legal links.,M,1,Global footer with multiple links and potential dynamic content.,https://www.abbvie.com/capstan-therapeutics.html,footer,Footer,Matched to catalog entry.
Capstan Therapeutics is now a part of AbbVie | AbbVie,Back to Top Button,Provides a button to quickly scroll back to the top of the page.,S,1,Simple button functionality with minimal styling.,https://www.abbvie.com/capstan-therapeutics.html,back_to_top,Utility,No exact match found in catalog.
